input_location,latitude,longitude,bbl,fireBattalion,censusTract2010
32-27 95 ST,40.758077064978515,-73.87332116675373,4014250153,49, 353  
1708 2 AVE,40.7795231139258,-73.950532598371,1015510053,10, 14602
1708 2 AVE,40.7795231139258,-73.950532598371,1015510053,10, 14602
2118 FLATBUSH AVE,40.618277914338236,-73.93212321521965,3078660060,33, 650  
1708 2 AVE,40.7795231139258,-73.950532598371,1015510053,10, 14602
1708 2 AVE,40.7795231139258,-73.950532598371,1015510053,10, 14602
2118 FLATBUSH AVE,40.618277914338236,-73.93212321521965,3078660060,33, 650  
2118 FLATBUSH AVE,40.618277914338236,-73.93212321521965,3078660060,33, 650  
2118 FLATBUSH AVE,40.618277914338236,-73.93212321521965,3078660060,33, 650  
2118 FLATBUSH AVE,40.618277914338236,-73.93212321521965,3078660060,33, 650  
2118 FLATBUSH AVE,40.618277914338236,-73.93212321521965,3078660060,33, 650  
147-20 GLASSBORO AVE,40.68980136322118,-73.79841556646646,4119500376,50, 196  
147-20 GLASSBORO AVE,40.68980136322118,-73.79841556646646,4119500376,50, 196  
1031 MYRTLE AVE,40.69637983952353,-73.94055807468506,3015800001,57, 28502
1031 MYRTLE AVE,40.69637983952353,-73.94055807468506,3015800001,57, 28502
140 KINGSLAND AVE,40.721211899420865,-73.94091111744812,3028340005,35, 449  
140 KINGSLAND AVE,40.721211899420865,-73.94091111744812,3028340005,35, 449  
209-04 34 AVE,40.769076963980446,-73.77967331805107,4060980001,53,1097  
296 LIGHTNER AVE,40.608783697603556,-74.11315272356266,5006900160,22, 177  
296 LIGHTNER AVE,40.608783697603556,-74.11315272356266,5006900160,22, 177  
1513 TAYLOR AVE,40.838075499007054,-73.86648304911752,2039200021,20, 218  
121 DEKALB AVE,40.689780849866594,-73.97753885311182,3020880004,31,  33  
42-95 MAIN ST,40.70265837133581,-73.99070219594195,3000367502,32,  21  
121 DEKALB AVE,40.689780849866594,-73.97753885311182,3020880004,31,  33  
42-95 MAIN ST,40.70265837133581,-73.99070219594195,3000367502,32,  21  
80 GEORGIA AVE,40.674987979787566,-73.89863179034369,3036840029,44,1198  
80 GEORGIA AVE,40.674987979787566,-73.89863179034369,3036840029,44,1198  
3152 BRIGHTON 6 ST,40.575727796024665,-73.96113718463543,3086900083,43, 36002
3960 HILLMAN AVE,40.88288953136945,-73.89123755583672,2032520117,19, 281  
1047 AMSTERDAM AVE,40.80395044876172,-73.96313506826158,1018650001,11, 19701
1047 AMSTERDAM AVE,40.80395044876172,-73.96313506826158,1018650001,11, 19701
610 OVINGTON AVE,40.63126285253128,-74.01851807067868,3058940001,40, 134  
610 OVINGTON AVE,40.63126285253128,-74.01851807067868,3058940001,40, 134  
225 E 99 ST,40.786443443117626,-73.94630603997567,1016490001,10, 164  
225 E 99 ST,40.786443443117626,-73.94630603997567,1016490001,10, 164  
21-18 BIRDSALL AVE,40.60700194035513,-73.7533342529037,4155260051,47,103201
21-18 BIRDSALL AVE,40.60700194035513,-73.7533342529037,4155260051,47,103201
93-08 210 ST,40.88000860717211,-73.88112047086544,NA,27, 421  
27-20 QUEENSPLAZA S,NA,NA,NA,NA,NA
27-20 QUEENSPLAZA S,NA,NA,NA,NA,NA
141 BEACH 56 PL,40.591331751724624,-73.7861719586252,4159260001,47, 97202
141 BEACH 56 PL,40.591331751724624,-73.7861719586252,4159260001,47, 97202
NA,NA,NA,NA,NA,NA
315 E 166 ST,40.83005414475582,-73.91418655907765,2024340044,17, 175  
71-28 ROOSEVELT AVE,40.74655369538373,-73.89417408400539,4013030011,46, 265  
71-28 ROOSEVELT AVE,40.74655369538373,-73.89417408400539,4013030011,46, 265  
2535 LINDEN BLVD,40.66755445587623,-73.87060211963214,3042920061,39,1210  
2535 LINDEN BLVD,40.66755445587623,-73.87060211963214,3042920061,39,1210  
151 NAGLE AVE,40.861118713007855,-73.92603322228999,1021730029,13, 283  
151 NAGLE AVE,40.861118713007855,-73.92603322228999,1021730029,13, 283  
611 E 29 ST,40.63570504758323,-73.94892779411617,3052520033,41, 786  
2363 POWELL BLVD,40.817338848190325,-73.94220586125563,1020070002,16, 230  
703 FAIRVIEW AVE,40.70585235875837,-73.9043737243111,4034890001,45, 589  
703 FAIRVIEW AVE,40.70585235875837,-73.9043737243111,4034890001,45, 589  
216 E 201 ST,40.87247706919799,-73.8864744871566,2033060022,27, 413  
216 E 201 ST,40.87247706919799,-73.8864744871566,2033060022,27, 413  
1010 45 ST,40.6410027787681,-73.99599677443055,3056140009,48, 112  
163 ELDRIDGE,40.72002450760158,-73.99102084391369,1004200070,04,  18  
205-01 35 AVE,40.76675222769005,-73.78259795171651,4060900025,53,1099  
205-01 35 AVE,40.76675222769005,-73.78259795171651,4060900025,53,1099  
70 EAST 7 ST,40.72743220787329,-73.98684907105132,1004480019,04,  38  
219 SULLIVAN PL,40.66454637274821,-73.95337173122131,3013050001,38, 321  
219 SULLIVAN PL,40.66454637274821,-73.95337173122131,3013050001,38, 321  
108 15 ST,40.667360775641995,-73.9930465583219,3010460022,48, 117  
939 E 99 ST,40.64383420424058,-73.89806293495461,3082070023,58, 988  
939 E 99 ST,40.64383420424058,-73.89806293495461,3082070023,58, 988  
489 COLUMBUS AVE,40.78487464580821,-73.97333962285963,1011970064,11, 169  
489 COLUMBUS AVE,40.78487464580821,-73.97333962285963,1011970064,11, 169  
489 COLUMBUS AVE,40.78487464580821,-73.97333962285963,1011970064,11, 169  
934 E 179 ST,40.843186689661664,-73.88208621365828,2031270016,18, 363  
934 E 179 ST,40.843186689661664,-73.88208621365828,2031270016,18, 363  
370 W 35 ST,40.75362874959512,-73.99482779362778,1007580082,07, 111  
2185 RYER AVE,40.85484119943892,-73.90003858972734,2031570056,18, 381  
2185 RYER AVE,40.85484119943892,-73.90003858972734,2031570056,18, 381  
91-50 115 STREET,40.694040753389515,-73.83178115968589,4093240029,51, 124  
32-84 36 STREET,40.656658791816376,-74.00831107527503,NA,40,   2  
91-50 115 STREET,40.694040753389515,-73.83178115968589,4093240029,51, 124  
32-84 36 STREET,40.656658791816376,-74.00831107527503,NA,40,   2  
91-18 102 STREET,40.69161467234492,-73.8436726718319,4093060020,51,  28  
834 PENFIELD ST,40.904211584340246,-73.8465043727862,2051180046,15, 442  
834 PENFIELD ST,40.904211584340246,-73.8465043727862,2051180046,15, 442  
111-15 FRANCIS LEWIS BLVD,40.70522868327707,-73.75027294493086,4109650277,53, 516  
111-15 FRANCIS LEWIS BLVD,40.70522868327707,-73.75027294493086,4109650277,53, 516  
14 THAYER ST,40.861870783321926,-73.9260685381408,1021740224,13, 285  
14 THAYER ST,40.861870783321926,-73.9260685381408,1021740224,13, 285  
241-10 138 AVE,40.66794434465231,-73.73587464605654,4132560031,54, 638  
241-10 138 AVE,40.66794434465231,-73.73587464605654,4132560031,54, 638  
296 E 149 ST,40.81704938213964,-73.92148311364124,2023300018,14,  65  
296 E 149 ST,40.81704938213964,-73.92148311364124,2023300018,14,  65  
1696 BANYER PL,40.824149652013865,-73.86961833016008,2036600025,03,  46  
97-13 101 AVE,40.68484103498986,-73.84401666458129,4090730042,51,  38  
97-13 101 AVE,40.68484103498986,-73.84401666458129,4090730042,51,  38  
97-13 101 AVE,40.68484103498986,-73.84401666458129,4090730042,51,  38  
97-13 101 AVE,40.68484103498986,-73.84401666458129,4090730042,51,  38  
97-13 101 AVE,40.68484103498986,-73.84401666458129,4090730042,51,  38  
120-46 143 ST,40.819529759367626,-73.93812134693735,1020110038,16, 232  
472 2 AVE,40.74015576568505,-73.97923235952365,1009340001,08,  66  
85-60 262 ST,40.734870616787425,-73.70546513613573,4088040072,53,157903
338 HAMDEN AVE,40.57803305604755,-74.0989711423269,5036890025,21, 11202
472 2 AVE,40.74015576568505,-73.97923235952365,1009340001,08,  66  
85-60 262 ST,40.734870616787425,-73.70546513613573,4088040072,53,157903
338 HAMDEN AVE,40.57803305604755,-74.0989711423269,5036890025,21, 11202
361 MILLER AVE,40.67200845745142,-73.89105152288036,3040090012,39,1152  
86-15 91 AVE,40.68806297802718,-73.85634100339975,4089680030,51,   8  
361 MILLER AVE,40.67200845745142,-73.89105152288036,3040090012,39,1152  
1730 WATSON AVE,40.82736805952593,-73.86860750985863,2037230001,03,  44  
1730 WATSON AVE,40.82736805952593,-73.86860750985863,2037230001,03,  44  
220-08 145 AVE,40.66438572381596,-73.75769621336146,4134770022,54, 680  
220-04 145 AVE,40.66443265812088,-73.75782580641003,4134770020,54, 680  
4728 CARPENTER AVE,40.905275930607154,-73.85236603838031,2051050024,15, 414  
106-18 RUSCOE ST,40.70246146768693,-73.78104398608768,4102520069,50, 414  
106-18 RUSCOE ST,40.70246146768693,-73.78104398608768,4102520069,50, 414  
312 5TH AVE,40.74691981240856,-73.98567951976003,1008330044,07,  76  
426 73 ST,40.63176419991757,-74.02368817703592,3059190017,40, 134  
426 73 ST,40.63176419991757,-74.02368817703592,3059190017,40, 134  
702 44 ST,40.64559211015934,-74.00207562243888,3007417501,48,  94  
1437 52 STREET,40.63148081070278,-73.99075894821918,3056570061,48, 236  
1437 52 STREET,40.63148081070278,-73.99075894821918,3056570061,48, 236  
702 44 ST,40.64559211015934,-74.00207562243888,3007417501,48,  94  
702 44 ST,40.64559211015934,-74.00207562243888,3007417501,48,  94  
702 44 ST,40.64559211015934,-74.00207562243888,3007417501,48,  94  
702 44 ST,40.64559211015934,-74.00207562243888,3007417501,48,  94  
66-75 SELFRIDGE ST,40.71712285652984,-73.85715135429987,4031840001,50, 707  
702 44 ST,40.64559211015934,-74.00207562243888,3007417501,48,  94  
1914 UTICA AVE,40.62508769426144,-73.92754483747528,3078290061,33, 676  
3758 BARNES AVE,40.88214250751301,-73.86021423166598,2046770040,27, 390  
64-35E 186 LA,40.73790347970399,-73.7862645106532,4071150002,52,1347  
64-35E 186 LA,40.73790347970399,-73.7862645106532,4071150002,52,1347  
3758 BARNES AVE,40.88214250751301,-73.86021423166598,2046770040,27, 390  
160 BEACH 117 ST,40.57869104467351,-73.83761554298714,4162260062,47, 93402
160 BEACH 117 ST,40.57869104467351,-73.83761554298714,4162260062,47, 93402
2120 RANDALL AVE,40.818691830431355,-73.85044458325993,2035340001,03,  86  
75-07 37 AVE,40.74908928874791,-73.89064034433927,4012750035,49, 287  
200 E 60 ST,40.76203094111909,-73.96579704204677,1014140045,10, 110  
200 E 60 ST,40.76203094111909,-73.96579704204677,1014140045,10, 110  
119-12 153 ST,40.82362162640946,-73.9278056032737,NA,17,  63  
119-12 153 ST,40.82362162640946,-73.9278056032737,NA,17,  63  
1209 CORTELYOU RD,40.64012797949844,-73.9668720303951,3051430084,41,1522  
10-17 NY-BREWER BLVD,NA,NA,NA,NA,NA
43-18 BROADWAY,40.7063469912929,-74.01286904600796,1000200009,01,  13  
43-18 BROADWAY,40.7063469912929,-74.01286904600796,1000200009,01,  13  
2249 PLUMB 2 ST,40.59777399533166,-73.93162912559823,3088270007,33, 628  
2249 PLUMB 2 ST,40.59777399533166,-73.93162912559823,3088270007,33, 628  
2249 PLUMB 2 ST,40.59777399533166,-73.93162912559823,3088270007,33, 628  
67 PARK TERR E,40.870619727015296,-73.91634340581678,1022430220,13, 307  
67 PARK TERR E,40.870619727015296,-73.91634340581678,1022430220,13, 307  
191 SANDS ST,40.69977545493598,-73.9827828559655,3000710001,32,  23  
120 BENCHLEY PL,40.87382632187288,-73.82606159363556,2051410120,15, 46201
3175 RAWLINS AVE,40.839188571915415,-73.82274776371864,2054080174,20, 27401
3175 RAWLINS AVE,40.839188571915415,-73.82274776371864,2054080174,20, 27401
229 W 74 ST,40.78059457463546,-73.98223477948619,1011660020,11, 163  
229 W 74 ST,40.78059457463546,-73.98223477948619,1011660020,11, 163  
2007 FOSTER AVE,40.63642244389535,-73.95821942468432,3052200064,41, 51601
630 STANLEY AVE,40.65870449172171,-73.88538578772366,3043710001,39,1106  
630 STANLEY AVE,40.65870449172171,-73.88538578772366,3043710001,39,1106  
74-16 GRAND AVE,40.6950090475638,-73.96434207096678,3018920048,31, 191  
9301 ELDERTS LANE,40.6842901292125,-73.86646646433623,4089400094,51,   6  
9301 ELDERTS LANE,40.6842901292125,-73.86646646433623,4089400094,51,   6  
69-14 78 ST,40.630871911001464,-74.03529581308293,3059570064,40,  44  
2471 GRAND AVE,40.863481111808184,-73.9027732459544,2032130033,19, 263  
2471 GRAND AVE,40.863481111808184,-73.9027732459544,2032130033,19, 263  
14 MARCY PL,40.838796178585,-73.91813258838923,2028400008,17, 22101
14 MARCY PL,40.838796178585,-73.91813258838923,2028400008,17, 22101
936 E 163 ST,40.82098755443284,-73.89650533590704,2027030014,26,  87  
936 E 163 ST,40.82098755443284,-73.89650533590704,2027030014,26,  87  
545 VAN DUZER ST,40.62667467091237,-74.08385156509885,5005440105,21,  21  
W 42 ST,NA,NA,NA,NA,NA
W 42 ST,NA,NA,NA,NA,NA
822 E 165 ST,40.82425191171194,-73.90063374649948,2026780031,26, 12901
40 FULTON ST,40.70790390721933,-74.00441121379392,1000750021,01,  1502
40 FULTON ST,40.70790390721933,-74.00441121379392,1000750021,01,  1502
819 E 165 ST,40.824260120943606,-73.90060482872947,2026790001,26, 131  
GATEWAY PARK,NA,NA,NA,NA,NA
882 E 22 ST,NA,NA,NA,NA,NA
505 E 13TH ST,40.72952827896951,-73.98036859932775,1004077502,04,  34  
505 E 13TH ST,40.72952827896951,-73.98036859932775,1004077502,04,  34  
152 N ELLIOTT WALK,40.693900668718705,-73.97713357953613,3020400001,31,  2901
152 N ELLIOTT WALK,40.693900668718705,-73.97713357953613,3020400001,31,  2901
917 CENTRAL AVE,40.60903301835573,-73.74698441449166,4155150032,47,103202
10-09 46 RD,40.74610118876991,-73.95245572154128,4000480001,45,   7  
10-15 46 RD,40.74607918752947,-73.95235107778024,4000480040,45,   7  
266 WYCKOFF AVE,40.700223696216504,-73.91234126859707,3033370023,28, 439  
425 PARK AVE,40.76051191540106,-73.97154090040742,1013100001,08, 100  
425 PARK AVE,40.76051191540106,-73.97154090040742,1013100001,08, 100  
920 ELTON ST,40.660919433269974,-73.8773082549511,3043820026,39,1116  
920 ELTON ST,40.660919433269974,-73.8773082549511,3043820026,39,1116  
50 MONROE ST,40.71160926436108,-73.9939833903261,1002540051,04,   8  
13 E TREMONT AVE,40.851650996363745,-73.90894994741491,2028540026,19, 241  
13 E TREMONT AVE,40.851650996363745,-73.90894994741491,2028540026,19, 241  
941 E 163 ST,40.82100391565176,-73.89638608105489,2027030053,26,  87  
941 E 163 ST,40.82100391565176,-73.89638608105489,2027030053,26,  87  
114-03 197 ST,40.69897990695687,-73.757191809592,4110140001,54, 522  
114-03 197 ST,40.69897990695687,-73.757191809592,4110140001,54, 522  
1925 UNIVERSITY AVE,40.85324852722814,-73.91264566329713,2028790030,19, 24501
1925 UNIVERSITY AVE,40.85324852722814,-73.91264566329713,2028790030,19, 24501
1925 UNIVERSITY AVE,40.85324852722814,-73.91264566329713,2028790030,19, 24501
5924 NEW UTRECHT AVE,40.62818737951882,-73.99641904398734,3057120032,40, 192  
5924 NEW UTRECHT AVE,40.62818737951882,-73.99641904398734,3057120032,40, 192  
5924 NEW UTRECHT AVE,40.62818737951882,-73.99641904398734,3057120032,40, 192  
775 E 183 ST,40.851358931040494,-73.88331155539049,2031140040,18, 393  
2942 W 5 STREET,40.57758108608567,-73.97254400588318,3072730050,43, 354  
2942 W 5 STREET,40.57758108608567,-73.97254400588318,3072730050,43, 354  
119-17 147 ST,40.82210872382177,-73.93615705140347,1020160050,16, 236  
34-50 201 ST,40.76608148265886,-73.78645205519736,4060790035,53,1099  
6 W 20TH ST,40.73991029882846,-73.991526978313,1008210049,06,  54  
34-50 201 ST,40.76608148265886,-73.78645205519736,4060790035,53,1099  
119-17 147 ST,40.82210872382177,-73.93615705140347,1020160050,16, 236  
11 W 19TH ST,40.73939432505429,-73.99208276592155,1008210032,06,  54  
104-18 METROPOLITAN AVE,40.716590738254155,-73.963096811177,3023640001,35, 555  
7 AVE,40.63742744005724,-74.12962410369775,5010080061,22, 207  
7 AVE,40.63742744005724,-74.12962410369775,5010080061,22, 207  
104-18 METROPOLITAN AVE,40.716590738254155,-73.963096811177,3023640001,35, 555  
104-18 METROPOLITAN AVE,40.716590738254155,-73.963096811177,3023640001,35, 555  
245 VERMONT ST,40.673856058027944,-73.8943867726811,3037060006,44,1144  
245 VERMONT ST,40.673856058027944,-73.8943867726811,3037060006,44,1144  
2375 SOUTHERN BLVD,40.852801142406804,-73.88183421120402,2031140052,18, 393  
1140 WHEELER AVE,40.8270426220019,-73.87975531075101,2037390022,03,  5002
1140 WHEELER AVE,40.8270426220019,-73.87975531075101,2037390022,03,  5002
2717 FARRAGUT RD,40.6361038508481,-73.95078303359332,3052290004,41, 788  
2717 FARRAGUT RD,40.6361038508481,-73.95078303359332,3052290004,41, 788  
2140 SEWARD AVE,40.82078129226784,-73.8510071288477,2035700001,03,  86  
1433 YORK AVE,40.769538293513534,-73.95179998108699,1014710021,10, 132  
114-42 169 ST,40.69023763339744,-73.78033769826752,4123320156,50, 280  
563 CAULDWELL AVE,40.81461238543977,-73.91060825606351,2026230049,26,  73  
563 CAULDWELL AVE,40.81461238543977,-73.91060825606351,2026230049,26,  73  
837 LOGAN AVE,40.82960054698106,-73.8222746452041,2054280047,20, 162  
19 MOUNT HOPE PL,40.84928621739222,-73.910427919938,2028520037,19, 23301
77 14 ST,40.66922733065708,-73.99511911689817,3010320011,48, 117  
77 14 ST,40.66922733065708,-73.99511911689817,3010320011,48, 117  
166 AUTUMN AVE,40.686271310203274,-73.87079656460318,3041200030,39,118201
166 AUTUMN AVE,40.686271310203274,-73.87079656460318,3041200030,39,118201
691 CO-OP CITY BLVD,40.87986413382759,-73.82390861428429,2051410394,15, 46201
691 CO-OP CITY BLVD,40.87986413382759,-73.82390861428429,2051410394,15, 46201
1524 BEDFORD AVE,40.67123325139339,-73.95487750821735,3012520085,38, 219  
1524 BEDFORD AVE,40.67123325139339,-73.95487750821735,3012520085,38, 219  
96-20 156 AVE,40.663911078628196,-73.83733959844054,4141510005,51, 884  
1130 ANDERSON AVE,40.835238144879284,-73.92489474312427,2025050046,17, 199  
1130 ANDERSON AVE,40.835238144879284,-73.92489474312427,2025050046,17, 199  
200 WEST PERIMETER RD,NA,NA,NA,NA,NA
18-18 HAZEN STREET,40.788969823099876,-73.88443205978199,2026050040,49,   1  
715 DUMONT AVE,40.66663527530237,-73.89221378757142,3037910001,39,1158  
715 DUMONT AVE,40.66663527530237,-73.89221378757142,3037910001,39,1158  
120-23 LIBERTY AVE,40.67298778892619,-73.9059818073493,3036930022,44, 908  
120-23 LIBERTY AVE,40.67298778892619,-73.9059818073493,3036930022,44, 908  
901 AVE H,40.62935771414965,-73.96786449851307,3064970044,41, 460  
2467 WEBSTER AVE,40.860291179251156,-73.8928109503037,2030260055,18, 39902
2465 WEBSTER AVE,40.86025553176863,-73.89284715920644,2030260055,18, 39902
2465 WEBSTER AVE,40.86025553176863,-73.89284715920644,2030260055,18, 39902
2465 WEBSTER AVE,40.86025553176863,-73.89284715920644,2030260055,18, 39902
2424 BEAUMONT AVE,40.85486195926984,-73.88408983254885,2031050007,18, 389  
1301 AVE OF AMERICAS,40.7612437006931,-73.97945680950716,1010050029,09, 131  
99 ELLIS ST,40.51606448040874,-74.24358245570335,5079910100,23, 248  
99 ELLIS ST,40.51606448040874,-74.24358245570335,5079910100,23, 248  
1301 AVE OF AMERICAS,40.7612437006931,-73.97945680950716,1010050029,09, 131  
484 CENTRAL AVE,40.69188380177107,-73.91427784494827,3033750136,37, 415  
1181 TRUCKLEMANS LA,NA,NA,NA,NA,NA
890 HOME ST,40.8283115934409,-73.89472337347297,2027190017,26, 125  
1552 ROCKAWAY PKWY,40.64280638047268,-73.89973646566729,3082040059,58, 966  
890 HOME ST,40.8283115934409,-73.89472337347297,2027190017,26, 125  
42-16 82 STREET,40.62836769719408,-74.03831345200396,3060030052,40,  46  
780 HENDERSON AVE,40.6368633805982,-74.11816532991504,5001960001,22, 13301
1632 CORNELIA ST,40.698613979924055,-73.90720429510078,4035470097,51, 553  
921 SUTTER AVE,40.670948219709516,-73.88464737576413,3040310042,39,1162  
1632 CORNELIA ST,40.698613979924055,-73.90720429510078,4035470097,51, 553  
921 SUTTER AVE,40.670948219709516,-73.88464737576413,3040310042,39,1162  
2770 86 ST,40.59362051610867,-73.98009529418236,3071400016,43, 382  
HARLEM RIVER DR,NA,NA,NA,NA,NA
HARLEM RIVER DR,NA,NA,NA,NA,NA
749 E 180 ST,40.847303307291845,-73.88712829101742,2030960006,18, 371  
749 E 180 ST,40.847303307291845,-73.88712829101742,2030960006,18, 371  
522 PINE ST,40.672555063736446,-73.87026436534329,3042660031,39,1208  
522 PINE ST,40.672555063736446,-73.87026436534329,3042660031,39,1208  
154 E 55 ST,40.759350352648795,-73.96944779059241,1013090043,08, 100  
60-26 55 ST,40.647632130076175,-74.02207218105008,NA,40,  18  
410 MENAHAN ST,40.7026447786728,-73.9126013666572,4034420018,45, 547  
410 MENAHAN ST,40.7026447786728,-73.9126013666572,4034420018,45, 547  
60-26 55 ST,40.647632130076175,-74.02207218105008,NA,40,  18  
154 E 55 ST,40.759350352648795,-73.96944779059241,1013090043,08, 100  
2861 LAWTON AVE,40.81719846455185,-73.81784233185698,2055900023,20, 132  
2861 LAWTON AVE,40.81719846455185,-73.81784233185698,2055900023,20, 132  
1850 LEXINGTON AVE,40.79760162423727,-73.94238191335732,1016400001,12, 182  
1850 LEXINGTON AVE,40.79760162423727,-73.94238191335732,1016400001,12, 182  
340 E 13 ST,40.73121417767595,-73.98441643734971,1004540029,06,  40  
340 E 13 ST,40.73121417767595,-73.98441643734971,1004540029,06,  40  
2528 CRUGER AVE,40.86402931908558,-73.86637309575369,2044340014,15, 330  
2528 CRUGER AVE,40.86402931908558,-73.86637309575369,2044340014,15, 330  
219 AVE B,40.72894877741059,-73.97836992762664,1003960003,04,  28  
219 AVE B,40.72894877741059,-73.97836992762664,1003960003,04,  28  
712 FOX ST,40.81468260085312,-73.89923186786936,2027200005,26,  85  
522 GLENMORE AVE,40.673913340446205,-73.89105922627694,3039930014,44,1152  
525 GLENMORE AVE,40.673946175265925,-73.89095102126458,3039770034,44,1152  
119-14 145 ST,40.820767014454134,-73.93698932812978,1020140021,16, 232  
119-14 145 ST,40.820767014454134,-73.93698932812978,1020140021,16, 232  
328 2 ST,40.67401047581267,-73.98406929882593,3009740021,48, 135  
328 2 ST,40.67401047581267,-73.98406929882593,3009740021,48, 135  
109-31 FRANCIS LEWIS BLVD,40.70806948181385,-73.7515211116178,4109130044,53, 512  
670 MAPLE ST,40.66156960054303,-73.93862831397352,3048000024,38, 87401
160-02 134 AVE,40.6727199604952,-73.77723381851736,4122990001,54, 294  
356 E 134 ST,40.80711651500846,-73.9260643364502,2022960015,14,  19  
21 ASCH LOOP,40.87001559811939,-73.83087318432085,2051410103,15, 46201
2928 HOLLAND AVE,40.86837018339,-73.86529777445527,2045480016,27, 338  
864 STANLEY AVE,40.662135492254464,-73.8774213593286,3043830008,39,1116  
220-17 MERRICK BLVD,40.67889494113153,-73.74886453002368,4129590010,54, 626  
97-48 101 ST,40.6869247530337,-73.84232069320015,4094020022,51, 114  
240-42 69 AVE,40.750324143247624,-73.73745006892112,4082927502,53,152901
240-42 69 AVE,40.750324143247624,-73.73745006892112,4082927502,53,152901
5123 11 AVE,40.636388842614814,-73.99785620654922,3056540002,40, 220  
5123 11 AVE,40.636388842614814,-73.99785620654922,3056540002,40, 220  
65-28 PARSONS BLVD,40.73513270878649,-73.81060819932284,4067920030,52,122702
1057 HOE AVE,40.824294910033046,-73.89052758692546,2027430030,03, 119  
1057 HOE AVE,40.824294910033046,-73.89052758692546,2027430030,03, 119  
35-12 35 AVE,40.756533172886556,-73.92512064711602,4006390016,45,  57  
183 CARLTON AVE,40.692269299984424,-73.97265905080721,3020730008,31, 183  
183 CARLTON AVE,40.692269299984424,-73.97265905080721,3020730008,31, 183  
35-12 35 AVE,40.756533172886556,-73.92512064711602,4006390016,45,  57  
226 WEST 52 STREET,40.76289671208488,-73.98368344311508,1010230018,09, 131  
226 WEST 52 STREET,40.76289671208488,-73.98368344311508,1010230018,09, 131  
NA,NA,NA,NA,NA,NA
520 E 90 ST,40.77818920575367,-73.94457595514584,1015860043,10, 152  
520 E 90 ST,40.77818920575367,-73.94457595514584,1015860043,10, 152  
51-59 47 ST,40.73354220767357,-73.9196619144569,4023050120,45, 205  
3074 WEBSTER AVE,40.870445628678645,-73.87804614426419,2033300050,27, 425  
51-59 47 ST,40.73354220767357,-73.9196619144569,4023050120,45, 205  
678 NEW JERSEY AVE,40.662641872194754,-73.8924833640871,3038400043,39,1128  
678 NEW JERSEY AVE,40.662641872194754,-73.8924833640871,3038400043,39,1128  
GERRITSEN AVE,NA,NA,NA,NA,NA
1845 OCEAN AVE,40.61723506084039,-73.95478433877003,3076560061,33, 758  
1845 OCEAN AVE,40.61723506084039,-73.95478433877003,3076560061,33, 758  
GRANDCENTRAL PKWY,NA,NA,NA,NA,NA
GRANDCENTRAL PKWY,NA,NA,NA,NA,NA
GRAND CENTRAL PARKWAY,NA,NA,NA,NA,NA
GRAND CENTRAL PARKWAY,NA,NA,NA,NA,NA
17 HILL ST,40.6786808722425,-73.87223897028817,3041650050,39,1190  
96-22 35 AVE,40.75339245502438,-73.87145321526467,4017370004,49, 375  
96-22 35 AVE,40.75339245502438,-73.87145321526467,4017370004,49, 375  
158-11 JEWELL,40.73229103937131,-73.81009669401847,4067900022,52,122701
56-11 94 ST,40.61828620550696,-74.03793305349811,3061110030,42,  54  
56-11 94 ST,40.61828620550696,-74.03793305349811,3061110030,42,  54  
95-25 149 ST,40.81939397369068,-73.9310040141145,NA,14,  63  
95-25 149 ST,40.81939397369068,-73.9310040141145,NA,14,  63  
126-08 LINDEN BLVD,40.65240103917456,-73.95416946932228,NA,41, 822  
126-08 LINDEN BLVD,40.65240103917456,-73.95416946932228,NA,41, 822  
628 E 237 ST,40.89811329465008,-73.85751838045479,2050370063,15, 418  
628 E 237 ST,40.89811329465008,-73.85751838045479,2050370063,15, 418  
31-36 98 ST,40.760061629324696,-73.8709494239681,4014090022,49, 361  
92 TEN EYCK WALK,40.70990357520462,-73.94672478636832,3030240001,35, 505  
31-36 98 ST,40.760061629324696,-73.8709494239681,4014090022,49, 361  
92 TEN EYCK WALK,40.70990357520462,-73.94672478636832,3030240001,35, 505  
152 CONSELYEA ST,40.71516451139111,-73.94507927198983,3027590018,35, 497  
74-17 46 AVE,40.740112993250236,-73.8896374451731,4015280081,46, 485  
74-17 46 AVE,40.740112993250236,-73.8896374451731,4015280081,46, 485  
145-10 106TH AVE,40.692413814744164,-73.80606692008894,4100480005,50, 204  
719 E 103 STREET,40.64780817826149,-73.89752712931377,3081910001,58, 982  
719 E 103 STREET,40.64780817826149,-73.89752712931377,3081910001,58, 982  
145-10 106TH AVE,40.692413814744164,-73.80606692008894,4100480005,50, 204  
225 1 AVE,40.73092301591849,-73.98288305203276,1004550039,06,  40  
225 1 AVE,40.73092301591849,-73.98288305203276,1004550039,06,  40  
308 KINGSBORO 3 WALK,40.676106576168564,-73.92573369630301,3013440001,38, 307  
115-72 204TH ST,40.87483810240405,-73.88708154950628,NA,27, 411  
115-72 204TH ST,40.87483810240405,-73.88708154950628,NA,27, 411  
1773 BUSHWICK AVE,40.67839933721982,-73.89817954956789,3034830001,44,114201
1773 BUSHWICK AVE,40.67839933721982,-73.89817954956789,3034830001,44,114201
250 W 146 ST,40.822928753087524,-73.94007649464943,1020310054,16, 232  
215 W 104TH ST,40.799406436005796,-73.96729119825856,1018760022,11, 191  
215 W 104TH ST,40.799406436005796,-73.96729119825856,1018760022,11, 191  
